tool		CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975	CPAchecker statistics-refactor:43975
run set		t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value	t_900s_taskwise_2_safetyzone_integration-nightly-value
/Users/ludwig/home/Studium/Bachelor Informatik/9. Semester/cpachecker/Notizen/Experimente/5_taskwise/2_run_with_artifacts/2_onlyequals/programs/benchmarks/		status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations	status	CPU Time (s)	Wall Time (s)	Memory (MB)	Size of reached set	Number of iterations	Number of abstraction computations
eca-rers2012/Problem13_label30.yml	false	false(unreach-call)	722.203419491	537.3526616500021	14742.745088	2488465	10672577	10789860	false(unreach-call)	725.927054262	533.5112913569901	14922.420224	2488465	10672577	10789860	false(unreach-call)	725.148664484	535.8968421400059	14964.498432	2488465	10672577	10789860	false(unreach-call)	681.52820081	518.4110873620084	14967.062528	2488465	10672577	10789860	OUT OF MEMORY (false(unreach-call))	713.835607709	529.7347639750078	14999.998464	2488465	10672577	10789860
eca-rers2012/Problem16_label52.yml	false	false(unreach-call)	742.277461219	584.9212035490054	14952.148992	2896395	5918911	5968613	false(unreach-call)	723.432875346	567.8821919879992	14974.726144	2896395	5918911	5968613	false(unreach-call)	738.806676091	591.4187755070016	14992.523264	2896395	5918911	5968613	false(unreach-call)	718.771117472	566.9977342630009	14987.771904	2896395	5918911	5968613	OUT OF MEMORY (false(unreach-call))	704.631693726	556.2399006790074	14999.998464	2896395	5918911	5968613
product-lines/elevator_spec1_product30.cil.yml	false	false(unreach-call)	679.823228483	587.6576637130056	14574.342144	3595	11347860	12844027	OUT OF MEMORY	604.392129962	525.0344604059937	14999.998464				false(unreach-call)	665.852341606	577.916809811999	14813.368320	3595	11347860	12844027	OUT OF MEMORY	615.960216003	538.3660278250027	14999.998464				false(unreach-call)	669.950769525	586.7189619149867	14986.186752	3595	11347860	12844027
product-lines/elevator_spec3_product03.cil.yml	false	OUT OF MEMORY	546.839676587	480.1555024940026	14999.998464				unknown	715.660954818	629.3639673989965	14638.125056	1	12479849	13406220	unknown	683.848871782	601.4223295020056	14625.075200	1	12479849	13406220	unknown	705.206091956	618.5161686419888	14106.132480	1	12479849	13406220	unknown	688.63272669	607.1055918040074	14058.221568	1	12479849	13406220
product-lines/email_spec6_product28.cil.yml	false	false(unreach-call)	344.232986535	293.1063155360025	14484.369408	558767	3068826	3516190	false(unreach-call)	348.488816407	295.7597455500072	14792.998912	558767	3068826	3516190	OUT OF MEMORY (false(unreach-call))	343.675929727	292.6092829609988	14999.998464	558767	3068826	3516190	false(unreach-call)	340.833612159	291.98847179899167	14317.850624	558767	3068826	3516190	false(unreach-call)	337.619356921	288.4193864809931	14872.592384	558767	3068826	3516190
product-lines/email_spec6_product31.cil.yml	false	false(unreach-call)	444.538624353	381.6801153319975	14999.998464	432023	4811526	5499920	OUT OF MEMORY (false(unreach-call))	448.907744648	391.9467635010078	14999.998464	432023	4811526	5499920	false(unreach-call)	441.172022073	380.9386590560025	14999.998464	432023	4811526	5499920	false(unreach-call)	463.762641466	400.88079852699593	14916.485120	432023	4811526	5499920	false(unreach-call)	445.20544666	385.09761157698813	14999.998464	432023	4811526	5499920
combinations/Problem05_label45+token_ring.05.cil-1.yml	true	unknown	785.94454905	630.4225175879983	14646.579200	135830	12542789	13672628	unknown	774.088416012	627.4461124759982	13865.799680	135830	12542789	13672628	unknown	779.494197786	631.847076719001	13740.281856	135830	12542789	13672628	OUT OF MEMORY	792.299833003	640.7285571989923	14999.998464	135830	12542789	13672628	unknown	809.616441427	667.6234873450012	13895.229440	135830	12542789	13672628
ldv-linux-4.2-rc1/linux-4.2-rc1.tar.xz-32_7a-drivers--media--usb--dvb-usb-v2--dvb-usb-mxl111sf.ko-entry_point.cil.out.yml	true	OUT OF MEMORY (true)	536.999558042	425.0456527429924	14999.998464	1178397	1412149	1629116	OUT OF MEMORY (true)	526.641790145	416.8955291099992	14999.998464	1178397	1412149	1629116	OUT OF MEMORY (true)	540.127761734	432.6250191309955	14999.998464	1178397	1412149	1629116	true	500.296654092	408.99023546899843	14895.644672	1178397	1412149	1629116	true	499.159745491	406.60857603201293	14899.679232	1178397	1412149	1629116
